territori,tipus_de_territori,anys,sense estudis_espanya,sense estudis_resta de la unio europea,sense estudis_resta del mon,"estudis primaris, certificat d'escolaritat, egb_espanya","estudis primaris, certificat d'escolaritat, egb_resta de la unio europea","estudis primaris, certificat d'escolaritat, egb_resta del mon","batxillerat elemental, graduat escolar, eso, fpi_espanya","batxillerat elemental, graduat escolar, eso, fpi_resta de la unio europea","batxillerat elemental, graduat escolar, eso, fpi_resta del mon","batxillerat superior, bup, cou, fpii, cfgm grau mitja_espanya","batxillerat superior, bup, cou, fpii, cfgm grau mitja_resta de la unio europea","batxillerat superior, bup, cou, fpii, cfgm grau mitja_resta del mon","estudis universitaris, cfgs grau superior_espanya","estudis universitaris, cfgs grau superior_resta de la unio europea","estudis universitaris, cfgs grau superior_resta del mon"
vallbona,barri,2007,183,NA,NA,295,12,49,267,NA,6,105,NA,14,60,NA,8
vallbona,barri,2008,172,NA,7,293,13,48,283,NA,13,114,5,16,63,NA,11
vallbona,barri,2009,152,NA,5,282,15,42,310,NA,13,120,5,14,64,NA,10
vallbona,barri,2010,147,NA,6,270,20,41,319,NA,14,122,6,10,67,NA,13
vallbona,barri,2011,148,NA,6,272,17,43,316,NA,17,125,6,13,70,NA,7
vallbona,barri,2012,137,NA,6,266,16,44,315,10,19,126,5,21,68,NA,17
vallbona,barri,2013,133,NA,6,262,19,55,304,10,18,123,NA,20,77,NA,17
vallbona,barri,2014,124,NA,7,267,12,46,302,10,19,129,NA,21,78,NA,13
vallbona,barri,2015,132,NA,7,264,9,45,310,10,19,122,NA,17,76,7,12
vallbona,barri,2016,74,NA,NA,344,8,45,315,8,30,124,NA,14,72,NA,13
vallbona,barri,2017,62,NA,NA,347,9,49,332,7,38,120,NA,19,73,5,17
vallbona,barri,2018,57,NA,NA,341,9,49,336,7,35,123,NA,26,74,6,20
vallbona,barri,2019,54,NA,NA,336,6,53,334,9,45,120,NA,29,70,10,24
vallbona,barri,2020,48,NA,NA,336,5,49,342,10,50,120,5,34,75,9,25
vallbona,barri,2021,34,NA,NA,326,5,47,348,10,58,124,NA,38,70,10,29
vallbona,barri,2022,40,NA,NA,335,5,43,352,10,61,134,NA,31,72,10,33
vallbona,barri,2023,33,NA,NA,326,7,44,367,8,64,134,NA,42,69,7,37
sant andreu,districte,1997,17561,9,68,34079,36,209,24299,19,91,23595,68,222,12351,59,164
sant andreu,districte,1998,17025,12,81,34018,36,247,24494,20,111,23642,83,266,12375,63,200
sant andreu,districte,1999,16360,14,103,33708,44,330,24534,20,128,23544,90,336,12428,75,223
sant andreu,districte,2000,15696,13,133,33195,53,430,24458,19,154,23447,105,476,12455,89,302
sant andreu,districte,2001,15075,11,162,32650,65,788,24469,29,353,23244,129,1012,12536,113,583
sant andreu,districte,2002,14472,9,243,29193,67,1252,26653,54,792,28072,190,1880,13994,169,885
sant andreu,districte,2003,13899,11,300,28398,71,2023,26966,64,1189,28173,270,2668,14507,257,1272
sant andreu,districte,2004,13128,13,353,27685,93,2653,27143,91,1443,27681,300,2910,15204,316,1514
sant andreu,districte,2005,12681,21,488,26960,120,3201,27103,121,1794,27157,357,3154,15850,417,1768
sant andreu,districte,2006,12116,19,513,26102,139,3875,27086,142,2057,26736,418,3517,16388,514,1949
sant andreu,districte,2007,11534,19,396,25304,314,3700,26982,233,2063,26270,669,3521,16821,652,1862
sant andreu,districte,2008,11423,27,413,24602,405,4311,27070,339,2781,25993,773,3856,17327,787,2169
sant andreu,districte,2009,10779,24,426,23680,408,4630,27505,368,3435,25782,841,3981,17848,894,2403
sant andreu,districte,2010,10051,27,415,22794,391,4545,28029,396,3514,26319,812,3699,18622,946,2318
sant andreu,districte,2011,9291,23,406,22493,349,4661,28465,396,3524,26846,762,3558,19531,944,2268
sant andreu,districte,2012,8651,19,371,22089,334,4397,28827,381,3546,28466,801,3485,20565,951,2330
sant andreu,districte,2013,8185,18,307,21698,328,4027,28988,392,3390,28657,792,3331,21106,1053,2349
sant andreu,districte,2014,7756,18,286,21375,323,3734,29149,385,3159,28768,762,2998,21662,1028,2197
sant andreu,districte,2015,7350,18,301,21165,317,3528,29230,365,2888,29304,779,2621,22612,1046,2101
sant andreu,districte,2016,4198,NA,50,24043,342,3755,28910,355,2832,29467,773,2554,23229,1110,2266
sant andreu,districte,2017,3852,NA,51,23172,297,3499,29327,402,3318,29525,833,2718,23728,1267,2649
sant andreu,districte,2018,3491,NA,54,22350,262,3375,29541,451,3624,29327,867,2989,24658,1428,2982
sant andreu,districte,2019,3173,NA,53,21530,286,3539,28785,519,4052,29308,975,3444,25524,1721,3272
sant andreu,districte,2020,2837,NA,56,20709,276,3622,29349,541,4641,29458,1024,3992,26228,1913,3754
sant andreu,districte,2021,2447,NA,54,20085,254,3691,28985,497,4870,29819,968,4296,26725,1862,3851
sant andreu,districte,2022,2149,NA,58,19432,268,3389,28819,506,4719,29994,988,4106,27261,1927,3632
sant andreu,districte,2023,1893,NA,59,18831,236,3453,28749,499,5278,29341,960,4879,28041,2030,4414
la trinitat vella,barri,1997,1705,NA,33,2234,NA,56,1475,NA,11,715,NA,17,213,NA,9
la trinitat vella,barri,1998,1656,NA,39,2252,NA,59,1505,NA,11,712,NA,20,206,NA,10
la trinitat vella,barri,1999,1610,NA,50,2269,NA,70,1517,NA,10,701,NA,34,204,NA,15
la trinitat vella,barri,2000,1549,NA,64,2280,NA,95,1497,NA,13,717,NA,46,198,NA,16
la trinitat vella,barri,2001,1475,NA,78,2241,NA,168,1501,NA,26,697,NA,96,195,NA,38
la trinitat vella,barri,2002,1455,NA,117,1998,NA,263,1750,NA,73,887,NA,164,230,NA,52
la trinitat vella,barri,2003,1389,NA,136,1930,NA,453,1757,NA,137,903,8,267,232,8,104
la trinitat vella,barri,2004,1290,NA,148,1861,6,604,1741,NA,193,875,9,320,243,11,115
la trinitat vella,barri,2005,1232,NA,190,1743,11,785,1734,5,265,860,13,365,274,12,148
la trinitat vella,barri,2006,1163,NA,214,1660,19,1025,1721,11,344,890,14,441,298,16,169
la trinitat vella,barri,2007,1096,NA,160,1600,40,1037,1712,24,398,889,32,493,335,19,180
la trinitat vella,barri,2008,1078,NA,160,1582,71,1133,1709,49,549,887,56,551,351,30,233
la trinitat vella,barri,2009,1026,NA,166,1507,58,1156,1736,41,639,896,53,527,373,33,232
la trinitat vella,barri,2010,941,5,166,1440,56,1116,1792,40,637,907,48,495,389,28,213
la trinitat vella,barri,2011,895,5,154,1442,56,1187,1784,49,669,937,50,482,405,36,203
la trinitat vella,barri,2012,858,NA,147,1437,59,1107,1873,38,679,995,66,429,440,41,203
la trinitat vella,barri,2013,816,NA,139,1454,54,1060,1905,40,680,1045,65,424,461,42,206
la trinitat vella,barri,2014,793,6,126,1467,56,978,1948,44,617,1073,57,368,474,37,173
la trinitat vella,barri,2015,761,NA,128,1501,52,899,1973,38,536,1100,61,303,506,38,164
la trinitat vella,barri,2016,350,NA,23,1937,58,1011,1954,32,521,1088,55,315,525,43,186
la trinitat vella,barri,2017,321,NA,21,1873,50,925,1973,51,613,1103,51,333,534,44,196
la trinitat vella,barri,2018,291,NA,22,1820,41,914,1963,60,650,1100,44,373,545,43,227
la trinitat vella,barri,2019,266,NA,18,1785,53,939,1942,59,715,1115,60,429,545,58,259
la trinitat vella,barri,2020,237,NA,21,1759,58,930,2003,53,760,1142,60,479,543,65,286
la trinitat vella,barri,2021,211,NA,18,1725,54,940,2022,49,774,1186,66,487,568,73,275
la trinitat vella,barri,2022,177,NA,18,1704,56,840,2057,51,739,1253,63,460,575,76,256
la trinitat vella,barri,2023,157,NA,18,1663,50,767,2083,50,772,1245,57,482,589,72,293
baro de viver,barri,1997,554,NA,NA,805,NA,NA,314,NA,NA,138,NA,NA,19,NA,NA
baro de viver,barri,1998,528,NA,NA,835,NA,NA,323,NA,NA,142,NA,NA,20,NA,NA
baro de viver,barri,1999,516,NA,NA,832,NA,5,323,NA,NA,146,NA,NA,18,NA,NA
baro de viver,barri,2000,483,NA,NA,832,NA,6,354,NA,NA,151,NA,NA,21,NA,NA
baro de viver,barri,2001,467,NA,NA,810,NA,7,377,NA,NA,154,NA,NA,22,NA,NA
baro de viver,barri,2002,446,NA,NA,735,NA,9,460,NA,NA,192,NA,6,26,NA,NA
baro de viver,barri,2003,429,NA,NA,707,NA,11,478,NA,5,199,NA,13,27,NA,5
baro de viver,barri,2004,414,NA,NA,679,NA,13,481,NA,8,197,NA,19,24,NA,6
baro de viver,barri,2005,396,NA,7,666,NA,16,484,NA,13,206,NA,18,36,NA,8
baro de viver,barri,2006,379,NA,NA,652,NA,25,510,NA,17,204,NA,30,40,NA,11
baro de viver,barri,2007,365,NA,5,623,NA,33,522,NA,13,206,NA,35,50,NA,11
baro de viver,barri,2008,359,NA,7,594,7,44,545,NA,19,221,NA,39,50,NA,18
baro de viver,barri,2009,335,NA,5,572,5,44,578,NA,18,233,NA,36,57,NA,24
baro de viver,barri,2010,313,NA,5,530,NA,48,604,NA,26,237,NA,29,62,NA,14
baro de viver,barri,2011,291,NA,5,540,NA,44,622,NA,31,243,NA,28,61,NA,12
baro de viver,barri,2012,274,NA,5,536,NA,47,630,NA,27,246,7,30,69,NA,19
baro de viver,barri,2013,261,NA,5,535,NA,60,631,5,28,248,7,28,69,7,24
baro de viver,barri,2014,248,NA,6,545,NA,69,660,9,34,249,5,33,70,6,34
baro de viver,barri,2015,239,NA,9,537,5,65,671,7,33,248,6,29,72,9,32
baro de viver,barri,2016,104,NA,NA,679,7,78,682,9,41,257,6,31,68,7,30
baro de viver,barri,2017,99,NA,NA,661,6,71,691,9,59,263,6,36,77,9,35
baro de viver,barri,2018,89,NA,NA,640,6,74,685,9,67,271,7,46,85,10,41
baro de viver,barri,2019,82,NA,NA,644,6,88,681,13,78,283,8,54,94,10,41
baro de viver,barri,2020,74,NA,NA,619,5,89,712,11,96,282,10,58,101,13,40
baro de viver,barri,2021,66,NA,NA,625,5,105,720,11,97,296,9,66,104,14,44
baro de viver,barri,2022,61,NA,NA,600,6,103,707,14,83,310,8,68,112,16,41
baro de viver,barri,2023,46,NA,NA,595,5,102,705,9,87,308,6,70,112,18,42
el bon pastor,barri,1997,2059,NA,NA,3147,NA,12,1994,NA,NA,988,NA,NA,271,NA,5
el bon pastor,barri,1998,2017,NA,NA,3166,NA,15,1983,NA,NA,981,NA,NA,264,NA,5
el bon pastor,barri,1999,1940,NA,5,3137,NA,31,1971,NA,NA,969,NA,NA,251,NA,NA
el bon pastor,barri,2000,1839,NA,6,3066,NA,36,1938,NA,NA,952,NA,10,244,NA,NA
el bon pastor,barri,2001,1778,NA,7,3020,7,47,1982,NA,12,939,NA,24,247,NA,12
el bon pastor,barri,2002,1719,NA,13,2784,8,83,2210,NA,44,1162,NA,82,283,NA,18
el bon pastor,barri,2003,1620,NA,23,2736,8,164,2287,NA,105,1297,6,142,403,NA,43
el bon pastor,barri,2004,1549,NA,27,2701,11,225,2389,NA,131,1519,11,180,625,9,70
el bon pastor,barri,2005,1470,NA,41,2643,21,293,2403,NA,154,1567,13,244,744,12,100
el bon pastor,barri,2006,1388,NA,55,2555,21,415,2422,NA,191,1588,13,313,799,18,107
el bon pastor,barri,2007,1315,NA,53,2444,45,420,2412,12,218,1586,34,366,826,24,111
el bon pastor,barri,2008,1298,8,71,2376,66,807,2441,28,404,1580,48,467,850,34,209
el bon pastor,barri,2009,1223,7,93,2257,80,1088,2512,36,602,1602,69,513,901,45,261
el bon pastor,barri,2010,1144,8,84,2188,74,1087,2602,46,581,1609,76,478,921,47,228
el bon pastor,barri,2011,1060,9,105,2197,71,1048,2665,53,499,1600,77,426,922,54,210
el bon pastor,barri,2012,1017,7,74,2185,71,802,2724,54,412,1681,70,355,956,53,182
el bon pastor,barri,2013,970,7,44,2210,81,530,2751,52,334,1694,71,291,981,68,144
el bon pastor,barri,2014,919,5,42,2182,83,472,2776,46,307,1724,62,265,1002,68,139
el bon pastor,barri,2015,874,NA,43,2151,67,407,2814,23,281,1769,53,246,1041,49,136
el bon pastor,barri,2016,436,NA,5,2606,70,454,2838,23,289,1766,55,240,1064,52,151
el bon pastor,barri,2017,397,NA,8,2509,60,416,2870,26,349,1774,51,251,1085,56,166
el bon pastor,barri,2018,351,NA,11,2434,47,420,2896,33,398,1789,56,319,1104,71,213
el bon pastor,barri,2019,322,NA,10,2363,56,488,2869,33,505,1809,65,410,1117,84,277
el bon pastor,barri,2020,283,NA,8,2287,53,577,2944,47,707,1850,62,539,1157,88,362
el bon pastor,barri,2021,242,NA,7,2246,49,598,2922,50,774,1906,69,621,1197,78,371
el bon pastor,barri,2022,204,NA,12,2196,50,566,2928,53,777,1953,72,578,1230,77,352
el bon pastor,barri,2023,190,NA,11,2136,45,643,2996,56,1021,1940,72,880,1270,79,506
sant andreu,barri,1997,6053,NA,12,12736,16,51,9255,7,31,9553,29,76,4883,19,41
sant andreu,barri,1998,5875,NA,11,12701,16,68,9352,8,45,9605,35,91,4932,21,50
sant andreu,barri,1999,5602,NA,12,12607,18,77,9385,8,49,9608,36,96,5003,26,54
sant andreu,barri,2000,5371,NA,23,12390,19,86,9386,8,52,9638,45,131,5102,34,77
sant andreu,barri,2001,5183,NA,25,12229,25,165,9406,12,96,9689,55,279,5221,46,139
sant andreu,barri,2002,4941,NA,43,10873,27,268,10308,22,214,11841,90,525,5975,72,252
sant andreu,barri,2003,4775,NA,60,10586,27,487,10499,24,310,11864,104,722,6228,108,403
sant andreu,barri,2004,4511,NA,79,10361,39,675,10622,31,366,11671,118,802,6581,138,482
sant andreu,barri,2005,4373,7,116,10168,43,816,10638,47,470,11473,150,887,6849,176,562
sant andreu,barri,2006,4176,NA,106,9863,42,913,10691,45,481,11284,170,981,7134,199,618
sant andreu,barri,2007,4018,NA,68,9630,87,834,10686,71,507,11125,255,954,7356,272,574
sant andreu,barri,2008,4007,NA,60,9361,99,864,10705,86,635,11046,279,957,7506,294,622
sant andreu,barri,2009,3790,5,54,9022,97,846,10872,94,735,10948,292,999,7768,325,661
sant andreu,barri,2010,3557,6,51,8679,86,818,11002,94,778,11232,288,917,8159,327,630
sant andreu,barri,2011,3267,NA,47,8544,74,810,11162,86,765,11611,259,842,8679,334,622
sant andreu,barri,2012,3008,5,50,8386,70,814,11253,88,758,12362,256,852,9186,330,630
sant andreu,barri,2013,2856,5,40,8212,67,797,11317,99,741,12424,251,840,9511,344,627
sant andreu,barri,2014,2690,NA,39,8091,55,727,11318,95,729,12389,242,724,9786,329,620
sant andreu,barri,2015,2537,NA,35,8024,67,700,11333,107,651,12518,229,630,10108,327,588
sant andreu,barri,2016,1452,NA,7,8956,74,741,11192,103,626,12588,224,614,10402,342,599
sant andreu,barri,2017,1341,NA,8,8698,58,683,11298,108,774,12587,255,686,10612,405,766
sant andreu,barri,2018,1192,NA,8,8416,54,673,11463,127,842,12572,259,715,11077,449,856
sant andreu,barri,2019,1096,NA,11,8092,65,697,11111,139,907,12555,289,790,11463,542,911
sant andreu,barri,2020,985,NA,13,7800,65,727,11359,146,1039,12602,312,949,11805,600,1052
sant andreu,barri,2021,842,NA,14,7545,64,733,11286,137,1097,12682,303,1047,11975,570,1103
sant andreu,barri,2022,755,NA,17,7292,65,704,11153,130,1054,12630,301,1043,12169,579,1003
sant andreu,barri,2023,648,NA,18,7076,57,765,11092,130,1151,12349,283,1169,12507,617,1160
la sagrera,barri,1997,2954,NA,9,6865,9,42,5240,NA,29,5241,16,79,2781,9,65
la sagrera,barri,1998,2871,NA,11,6806,9,46,5240,NA,25,5230,21,81,2731,10,76
la sagrera,barri,1999,2783,NA,16,6712,11,64,5226,6,37,5182,22,107,2728,12,83
la sagrera,barri,2000,2698,NA,19,6616,13,99,5200,6,46,5119,25,161,2719,13,109
la sagrera,barri,2001,2600,NA,20,6533,14,172,5161,8,99,5008,32,321,2733,16,181
la sagrera,barri,2002,2491,NA,32,5833,15,256,5536,14,206,6132,43,517,3048,28,245
la sagrera,barri,2003,2434,NA,36,5667,15,405,5586,15,282,6135,67,712,3148,44,306
la sagrera,barri,2004,2312,NA,43,5528,16,510,5591,25,333,5917,76,751,3238,44,366
la sagrera,barri,2005,2252,NA,61,5399,20,582,5567,27,380,5784,84,779,3328,66,393
la sagrera,barri,2006,2191,NA,52,5257,34,645,5514,38,461,5623,98,836,3405,92,435
la sagrera,barri,2007,2081,NA,46,5075,65,549,5471,52,384,5452,149,806,3456,118,446
la sagrera,barri,2008,2103,NA,50,4970,68,604,5500,73,502,5368,173,846,3590,148,477
la sagrera,barri,2009,1993,NA,43,4791,68,617,5586,87,623,5336,186,868,3709,170,498
la sagrera,barri,2010,1854,NA,45,4645,62,638,5678,84,650,5396,162,839,3856,186,528
la sagrera,barri,2011,1719,NA,44,4570,45,691,5751,73,708,5421,152,880,4083,177,523
la sagrera,barri,2012,1591,NA,32,4459,39,697,5794,82,776,5725,173,863,4283,180,541
la sagrera,barri,2013,1493,NA,26,4364,43,668,5774,80,733,5763,164,826,4345,210,560
la sagrera,barri,2014,1415,NA,23,4253,41,620,5790,71,652,5853,156,765,4407,214,551
la sagrera,barri,2015,1343,NA,27,4180,42,599,5715,75,635,6005,170,641,4677,247,519
la sagrera,barri,2016,784,NA,NA,4661,51,576,5599,76,601,6074,174,590,4810,265,554
la sagrera,barri,2017,737,NA,NA,4488,44,559,5720,85,685,6102,185,603,4941,304,626
la sagrera,barri,2018,693,NA,5,4326,39,529,5763,96,745,6026,200,674,5105,339,693
la sagrera,barri,2019,618,NA,6,4149,39,545,5561,113,805,5985,211,776,5318,386,771
la sagrera,barri,2020,560,NA,6,3970,36,559,5605,103,886,5964,213,875,5421,432,854
la sagrera,barri,2021,479,NA,5,3829,32,569,5522,90,935,6023,201,935,5565,429,852
la sagrera,barri,2022,428,NA,6,3691,33,531,5494,92,962,6084,208,949,5686,460,837
la sagrera,barri,2023,394,NA,7,3556,29,547,5440,104,1063,5900,221,1096,5802,518,1103
el congres i els indians,barri,1997,2037,NA,NA,3509,NA,18,2298,NA,6,2601,9,19,1568,13,12
el congres i els indians,barri,1998,1952,NA,NA,3476,NA,21,2315,NA,8,2599,12,26,1566,14,19
el congres i els indians,barri,1999,1867,NA,NA,3389,6,31,2285,NA,7,2559,12,28,1556,15,20
el congres i els indians,barri,2000,1768,NA,NA,3315,7,38,2280,NA,8,2557,12,34,1541,15,27
el congres i els indians,barri,2001,1684,NA,NA,3236,8,64,2248,NA,33,2489,14,64,1508,17,44
el congres i els indians,barri,2002,1568,NA,NA,2918,6,125,2383,5,61,2869,16,101,1611,24,67
el congres i els indians,barri,2003,1483,NA,7,2845,5,173,2384,8,115,2850,26,215,1642,37,124
el congres i els indians,barri,2004,1385,NA,13,2748,8,219,2386,11,138,2806,27,256,1677,45,164
el congres i els indians,barri,2005,1343,NA,18,2660,9,255,2399,14,184,2760,39,282,1726,55,205
el congres i els indians,barri,2006,1286,NA,27,2565,7,320,2379,15,215,2763,46,316,1747,71,223
el congres i els indians,barri,2007,1219,NA,15,2496,41,300,2372,38,208,2728,86,304,1778,83,218
el congres i els indians,barri,2008,1170,NA,17,2406,44,319,2349,54,270,2678,96,362,1859,109,252
el congres i els indians,barri,2009,1076,NA,18,2317,42,317,2368,52,312,2642,106,382,1885,121,301
el congres i els indians,barri,2010,1006,NA,16,2207,53,298,2401,65,324,2683,107,336,1951,130,280
el congres i els indians,barri,2011,923,NA,13,2145,51,332,2454,66,337,2695,103,352,2031,129,263
el congres i els indians,barri,2012,844,NA,19,2097,47,355,2466,59,343,2849,100,382,2145,123,286
el congres i els indians,barri,2013,788,NA,15,2011,37,338,2507,59,340,2848,89,357,2199,135,300
el congres i els indians,barri,2014,735,NA,14,1943,33,328,2533,56,323,2859,89,330,2259,127,270
el congres i els indians,barri,2015,694,NA,17,1900,29,323,2555,49,299,2935,90,288,2388,118,265
el congres i els indians,barri,2016,498,NA,5,2041,25,318,2551,57,304,2944,88,289,2442,135,278
el congres i els indians,barri,2017,438,NA,NA,1947,26,291,2608,59,338,2960,105,321,2495,159,298
el congres i els indians,barri,2018,403,NA,NA,1854,23,258,2648,54,378,2929,107,341,2591,187,338
el congres i els indians,barri,2019,357,NA,NA,1753,17,286,2614,66,448,2947,119,403,2750,231,381
el congres i els indians,barri,2020,318,NA,NA,1653,18,260,2659,66,493,2992,140,442,2847,253,447
el congres i els indians,barri,2021,278,NA,5,1608,17,254,2553,67,501,3052,121,467,2883,251,440
el congres i els indians,barri,2022,237,NA,NA,1538,25,224,2551,71,445,3042,133,396,2981,252,409
el congres i els indians,barri,2023,205,NA,NA,1472,19,241,2577,61,487,2983,118,473,3105,257,497
navas,barri,1997,2199,NA,12,4783,NA,27,3723,5,12,4359,12,29,2616,17,32
navas,barri,1998,2126,NA,17,4782,NA,35,3776,5,19,4373,14,46,2656,18,38
navas,barri,1999,2042,NA,19,4762,6,52,3827,5,23,4379,19,69,2668,22,46
navas,barri,2000,1988,NA,20,4696,8,70,3803,NA,30,4313,21,93,2630,26,67
navas,barri,2001,1888,5,29,4581,7,165,3794,8,85,4268,25,226,2610,32,167
navas,barri,2002,1852,NA,34,4052,6,248,4006,11,190,4989,37,485,2821,41,249
navas,barri,2003,1769,NA,37,3927,11,330,3975,14,235,4925,58,597,2827,57,287
navas,barri,2004,1667,NA,40,3807,12,407,3933,20,274,4696,59,582,2816,69,311
navas,barri,2005,1615,5,55,3681,16,454,3878,26,328,4507,58,579,2893,93,352
navas,barri,2006,1533,NA,55,3550,13,532,3849,29,348,4384,77,600,2965,115,386
navas,barri,2007,1440,NA,49,3436,33,527,3807,36,335,4284,111,563,3020,133,322
navas,barri,2008,1408,5,48,3313,50,540,3821,47,402,4213,120,634,3121,168,358
navas,barri,2009,1336,5,47,3214,58,562,3853,55,506,4125,134,656,3155,196,426
navas,barri,2010,1236,5,48,3105,57,540,3950,64,518,4255,129,605,3284,226,425
navas,barri,2011,1136,NA,38,3055,48,549,4027,66,515,4339,118,548,3350,212,435
navas,barri,2012,1059,NA,44,2989,44,575,4087,56,551,4608,129,574,3486,221,469
navas,barri,2013,1001,NA,38,2912,45,574,4103,57,534,4635,145,565,3540,247,488
navas,barri,2014,956,NA,36,2894,53,540,4124,64,497,4621,151,513,3664,247,410
navas,barri,2015,902,NA,42,2872,55,535,4169,66,453,4729,170,484,3820,258,397
navas,barri,2016,574,NA,6,3163,57,577,4094,55,450,4750,171,475,3918,266,468
navas,barri,2017,519,NA,7,2996,53,554,4167,64,500,4736,180,488,3984,290,562
navas,barri,2018,472,NA,5,2860,52,507,4123,72,544,4640,194,521,4151,329,614
navas,barri,2019,432,NA,NA,2744,50,496,4007,96,594,4614,223,582,4237,410,632
navas,barri,2020,380,NA,NA,2621,41,480,4067,115,660,4626,227,650,4354,462,713
navas,barri,2021,329,NA,NA,2507,33,492,3960,93,692,4674,199,673,4433,447,766
navas,barri,2022,287,NA,NA,2411,33,421,3929,95,659,4722,203,612,4508,467,734
navas,barri,2023,253,NA,NA,2333,31,388,3856,89,697,4616,203,709,4656,469,813
sant marti,districte,1997,30111,24,79,50773,70,300,37257,43,187,33710,133,421,17652,176,310
sant marti,districte,1998,29224,31,107,50836,96,427,37625,51,226,33910,136,528,17863,197,384
sant marti,districte,1999,28192,36,136,50250,123,566,37558,57,249,33836,167,659,18054,231,504
sant marti,districte,2000,27007,28,152,49428,117,713,37355,64,292,33740,195,832,18326,295,600
sant marti,districte,2001,25894,31,190,48517,129,1353,36990,71,659,33620,232,1549,18819,368,1016
sant marti,districte,2002,24890,38,320,43569,150,2260,39771,150,1601,41021,426,2764,21116,536,1597
sant marti,districte,2003,23963,39,445,42332,184,3689,40098,212,2504,41144,515,3809,22363,807,2390
sant marti,districte,2004,22676,42,470,41107,224,4584,39693,301,3022,40155,640,4187,23423,1177,2940
sant marti,districte,2005,21754,34,579,40008,310,5626,39672,406,3603,39463,805,4670,24543,1537,3494
sant marti,districte,2006,20696,33,590,38757,361,6498,39660,544,4220,38782,993,4918,25633,1974,4029
sant marti,districte,2007,19753,51,538,37564,674,6091,39488,911,4057,38301,1409,4370,26743,2590,3786
sant marti,districte,2008,19443,53,538,36543,902,6866,39680,1220,4859,37931,1756,4701,27522,3195,4140
sant marti,districte,2009,18426,48,578,35088,889,7369,40405,1257,5450,37985,1965,4931,28532,3728,4819
sant marti,districte,2010,17224,42,531,33835,821,7108,41330,1220,5281,39152,2045,4689,30014,4096,4864
sant marti,districte,2011,15887,39,502,33182,758,7218,42054,1093,5248,40069,1885,4636,31736,4147,5090
sant marti,districte,2012,14765,38,488,32620,749,6992,42819,1114,5348,42358,1951,4681,33411,4507,5428
sant marti,districte,2013,13940,34,427,31932,762,6728,42820,1139,5230,42660,2077,4564,34403,4953,5471
sant marti,districte,2014,13186,34,427,31184,797,6652,42864,1082,4859,42873,2136,4250,35714,5179,5256
sant marti,districte,2015,12442,29,394,30750,743,6284,43150,1070,4496,43361,2153,3918,37392,5376,5165
sant marti,districte,2016,7228,8,71,35411,745,6677,42174,994,4530,43599,2206,4052,38437,5688,5499
sant marti,districte,2017,6559,8,72,33976,723,6303,42592,1102,5207,43344,2322,4567,39095,6217,6706
sant marti,districte,2018,5956,10,83,32696,733,6191,42883,1190,5745,42833,2415,4811,40040,6675,7400
sant marti,districte,2019,5403,19,90,31533,809,6369,41919,1308,6353,42583,2753,5526,41115,7608,8239
sant marti,districte,2020,4856,23,103,30284,806,6637,42150,1432,7034,42476,2896,6229,41847,8240,8895
sant marti,districte,2021,4245,20,105,29437,745,6610,42083,1361,7575,42807,2797,6716,42499,8025,10014
sant marti,districte,2022,3715,19,95,28407,739,6133,41828,1385,7544,43042,2931,6534,43470,8569,9951
sant marti,districte,2023,3223,16,90,27429,660,6213,41949,1374,8434,41941,2920,7648,44338,9076,11866
el camp de l'arpa del clot,barri,1997,4369,7,20,8630,15,66,6385,10,48,7139,28,126,4379,44,77
el camp de l'arpa del clot,barri,1998,4247,13,25,8653,24,99,6460,11,65,7148,26,143,4414,46,100
el camp de l'arpa del clot,barri,1999,4063,18,26,8524,40,121,6408,14,79,7130,28,186,4438,53,148
el camp de l'arpa del clot,barri,2000,3800,11,23,8277,23,142,6341,13,87,7107,36,214,4473,65,165
el camp de l'arpa del clot,barri,2001,3602,10,34,8081,26,284,6247,17,189,7001,43,406,4503,78,289
el camp de l'arpa del clot,barri,2002,3402,13,68,7123,26,463,6678,28,408,8582,97,712,4978,109,438
el camp de l'arpa del clot,barri,2003,3248,11,92,6814,26,710,6635,40,587,8450,109,970,5067,160,595
el camp de l'arpa del clot,barri,2004,3063,9,94,6618,28,832,6503,48,679,8118,128,1016,5153,223,670
el camp de l'arpa del clot,barri,2005,2900,6,94,6381,39,1022,6470,71,799,7862,140,1132,5290,286,823
el camp de l'arpa del clot,barri,2006,2737,8,100,6184,48,1119,6478,87,912,7747,189,1184,5526,368,942
el camp de l'arpa del clot,barri,2007,2600,6,76,5984,78,1015,6444,168,863,7599,261,1043,5754,480,870
el camp de l'arpa del clot,barri,2008,2501,NA,68,5825,111,1077,6443,199,944,7452,316,1071,5937,565,887
el camp de l'arpa del clot,barri,2009,2364,5,79,5554,102,1039,6539,196,1044,7354,341,1060,6082,653,987
el camp de l'arpa del clot,barri,2010,2172,NA,74,5310,98,964,6605,188,946,7482,348,997,6264,652,933
el camp de l'arpa del clot,barri,2011,1998,NA,72,5155,94,976,6597,164,926,7595,297,931,6448,597,949
el camp de l'arpa del clot,barri,2012,1821,NA,60,5070,80,957,6697,164,983,7879,299,957,6724,644,1016
el camp de l'arpa del clot,barri,2013,1684,NA,64,4904,98,958,6696,158,937,7857,317,929,6826,693,1052
el camp de l'arpa del clot,barri,2014,1571,NA,61,4751,92,977,6709,158,839,7834,348,894,7061,759,972
